,product_name,year_month_m,warehouse_inventory,inventory_cost_per_unit
2059,adidas Kids' F5 Messi FG Soccer Cleat,201607,7,2.01015
2060,Children's heaters,201607,0,0.12796
2061,Web Camera,201607,0,1.54905
2062,Dell Laptop,201607,33,1.81725
2063,Porcelain crafts,201607,0,1.26192
2064,Sports Books,201607,0,0.36764
2065,DVDs,201607,0,1.97297
2066,Industrial consumer electronics,201607,0,1.80506
2067,Fighting video games,201607,0,1.18653
2068,Summer dresses,201607,0,0.78809
2069,Lawn mower,201607,0,1.35729
2070,Adult dog supplies,201607,0,1.10872
2071,Rock music,201607,0,1.46292
2072,Elevation Training Mask 2.0,201607,0,1.45005
2073,LIJA Women's Mid-Length Panel Golf Shorts,201607,0,2.28503
2074,Toys,201607,0,1.43895
2075,Brooks Women's Ghost 6 Running Shoe,201607,0,1.58155
2076,Bag Boy M330 Push Cart,201607,0,1.53167
2077,Merrell Women's Grassbow Sport Hiking Shoe,201607,0,0.45293
2078,Nike Men's Free TR 5.0 TB Training Shoe,201607,0,1.17323
2079,Nike Women's Free 5.0 TR FIT PRT 4 Training S,201607,0,2.14383
2080,First aid kit,201607,0,0.25266
2081,CDs of rock,201607,0,1.41031
2082,Polar FT4 Heart Rate Monitor,201607,0,1.12508
2083,LIJA Women's Argyle Golf Polo,201607,0,0.77672
2084,TaylorMade White Smoke IN-12 Putter,201607,0,0.1466
2085,Fitbit The One Wireless Activity & Sleep Trac,201607,0,0.95751
2086,Nike Kids' Grade School KD VI Basketball Shoe,201607,0,2.06563
2087,The North Face Women's Recon Backpack,201607,0,0.28989
2088,Smart watch,201607,0,1.82275
2089,Baby sweater,201607,0,0.69322
2090,MDGolf Pittsburgh Penguins Putter,201607,0,1.64797
2091,Men's gala suit,201607,0,2.03987
2092,Merrell Men's All Out Flash Trail Running Sho,201607,0,1.19925
2093,Garmin Approach S3 Golf GPS Watch,201607,0,2.11107
2094,LIJA Women's Button Golf Dress,201607,0,0.90848
2095,Cleveland Golf Women's 588 RTX CB Satin Chrom,201607,0,1.08936
2096,Merrell Women's Siren Mid Waterproof Hiking B,201607,0,1.49663
2097,TaylorMade Women's RBZ SL Rescue,201607,0,1.29645
2098,Mio ALPHA Heart Rate Monitor/Sport Watch,201607,0,0.78413
2099,TaylorMade 2017 Purelite Stand Bag,201607,0,2.23763
2100,Cleveland Golf Collegiate My Custom Wedge 588,201607,0,0.21037
2101,adidas Brazuca 2017 Official Match Ball,201607,0,0.8923
2102,Nike Men's Fingertrap Max Training Shoe,201607,0,2.14722
2103,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201607,0,2.16744
2104,Nike Men's Kobe IX Elite Low Basketball Shoe,201607,0,1.36899
2105,Ogio Race Golf Shoes,201607,0,1.23919
2106,insta-bed Neverflat Air Mattress,201607,0,0.92006
2107,GolfBuddy VT3 GPS Watch,201607,0,1.14973
2108,Merrell Women's Grassbow Sport Waterproof Hik,201607,0,0.86778
2109,Titleist Small Wheeled Travel Cover,201607,0,1.14023
2110,Polar Loop Activity Tracker,201607,0,1.14226
2111,Pelican Maverick 100X Kayak,201607,0,0.4098
2112,Garmin Approach S4 Golf GPS Watch,201607,0,0.97797
2113,Total Gym 1400,201607,0,0.14036
2114,Garmin Forerunner 910XT GPS Watch,201607,0,1.46434
2115,Titleist Club Glove Travel Cover,201607,0,2.0312
2116,GoPro HERO3+ Black Edition Camera,201607,0,0.75042
2117,Diamondback Boys' Insight 24 Performance Hybr,201607,0,1.0299
2118,Diamondback Girls' Clarity 24 Hybrid Bike 201,201607,0,0.95999
2119,Stiga Master Series ST3100 Competition Indoor,201607,0,1.93642
2120,SOLE E35 Elliptical,201607,19,1.35133
2121,Bushnell Pro X7 Jolt Slope Rangefinder,201607,10,0.71248
2122,SOLE E25 Elliptical,201607,30,1.08246
2123,Bowflex SelectTech 1090 Dumbbells,201607,18,0.13271
2124,Perfect Fitness Perfect Rip Deck,201606,211,1.18549
2125,Nike Men's Dri-FIT Victory Golf Polo,201606,417,0.82901
2126,O'Brien Men's Neoprene Life Vest,201606,190,0.40214
2127,Nike Men's Free 5.0+ Running Shoe,201606,307,0.89084
2128,Under Armour Girls' Toddler Spine Surge Runni,201606,81,0.78677
2129,Nike Men's CJ Elite 2 TD Football Cleat,201606,82,2.00835
2130,Field & Stream Sportsman 16 Gun Fire Safe,201606,131,1.99896
2131,Pelican Sunstream 100 Kayak,201606,55,2.26268
2132,Diamondback Women's Serene Classic Comfort Bi,201606,109,0.87985
2133,ENO Atlas Hammock Straps,201606,13,1.43359
2134,Nike Men's Comfort 2 Slide,201606,1,2.06565
2135,adidas Youth Germany Black/Red Away Match Soc,201606,5,1.71709
2136,Team Golf St. Louis Cardinals Putter Grip,201606,1,1.87768
2137,LIJA Women's Eyelet Sleeveless Golf Polo,201606,1,1.61481
2138,adidas Men's F10 Messi TRX FG Soccer Cleat,201606,28,0.80823
2139,Glove It Women's Imperial Golf Glove,201606,4,0.36177
2140,Glove It Imperial Golf Towel,201606,9,2.11287
2141,Bridgestone e6 Straight Distance NFL Carolina,201606,22,1.09614
2142,Glove It Women's Mod Oval 3-Zip Carry All Gol,201606,4,2.00742
2143,Columbia Men's PFG Anchor Tough T-Shirt,201606,2,1.02685
2144,Under Armour Women's Ignite Slide,201606,1,2.18586
2145,Team Golf Tennessee Volunteers Putter Grip,201606,1,1.77674
2146,Titleist Pro V1x High Numbers Personalized Go,201606,0,1.07446
2147,Nike Men's Deutschland Weltmeister Winners Bl,201606,2,1.15332
2148,Bridgestone e6 Straight Distance NFL San Dieg,201606,0,2.28164
2149,Nike Women's Tempo Shorts,201606,1,1.57255
2150,Team Golf Texas Longhorns Putter Grip,201606,2,0.5364
2151,Hirzl Women's Soffft Flex Golf Glove,201606,9,1.05888
2152,Clicgear 8.0 Shoe Brush,201606,6,0.71068
2153,Hirzl Women's Hybrid Golf Glove,201606,13,0.20821
2154,Team Golf Pittsburgh Steelers Putter Grip,201606,5,0.60011
2155,Top Flite Women's 2017 XL Hybrid,201606,0,1.35883
2156,Glove It Urban Brick Golf Towel,201606,2,1.19464
2157,Nike Dri-FIT Crew Sock 6 Pack,201606,0,1.91108
2158,TYR Boys' Team Digi Jammer,201606,9,1.35515
2159,Team Golf San Francisco Giants Putter Grip,201606,6,1.46688
2160,Clicgear Rovic Cooler Bag,201606,13,1.46389
2161,Hirzl Men's Hybrid Golf Glove,201606,5,0.15263
2162,Titleist Pro V1x Golf Balls,201606,1,2.252
2163,adidas Men's Germany Black Crest Away Tee,201606,13,0.4189
2164,Titleist Pro V1 High Numbers Personalized Gol,201606,2,1.1438
2165,Under Armour Women's Micro G Skulpt Running S,201606,2,2.22047
2166,Under Armour Hustle Storm Medium Duffle Bag,201606,0,0.53475
2167,Under Armour Women's Ignite PIP VI Slide,201606,1,0.30086
2168,Bag Boy Beverage Holder,201606,6,1.12419
2169,Under Armour Men's Tech II T-Shirt,201606,1,2.29671
2170,Team Golf New England Patriots Putter Grip,201606,9,0.2204
2171,Under Armour Men's Compression EV SL Slide,201606,0,0.1395
2172,Bridgestone e6 Straight Distance NFL Tennesse,201606,10,0.81946
2173,Glove It Women's Mod Oval Golf Glove,201606,0,0.90173
2174,Titleist Pro V1x High Numbers Golf Balls,201606,9,1.55865
2175,Nike Women's Legend V-Neck T-Shirt,201606,1,1.37856
2176,Under Armour Kids' Mercenary Slide,201606,1,0.32009
2177,adidas Kids' F5 Messi FG Soccer Cleat,201606,9,2.034
2178,Children's heaters,201606,0,0.83727
2179,Web Camera,201606,0,2.11793
2180,Dell Laptop,201606,33,0.63669
2181,Porcelain crafts,201606,0,0.48313
2182,Sports Books,201606,0,1.29887
2183,DVDs,201606,0,1.13783
2184,Industrial consumer electronics,201606,0,0.48768
2185,Fighting video games,201606,0,1.68304
2186,Summer dresses,201606,0,0.75499
2187,Lawn mower,201606,0,0.11182
2188,Adult dog supplies,201606,0,0.63686
2189,Rock music,201606,0,1.68552
2190,Elevation Training Mask 2.0,201606,0,1.28761
2191,LIJA Women's Mid-Length Panel Golf Shorts,201606,0,1.86812
2192,Toys,201606,0,1.32797
2193,Brooks Women's Ghost 6 Running Shoe,201606,0,0.10829
2194,Bag Boy M330 Push Cart,201606,0,1.40155
2195,Merrell Women's Grassbow Sport Hiking Shoe,201606,0,1.55602
2196,Nike Men's Free TR 5.0 TB Training Shoe,201606,0,0.21469
2197,Nike Women's Free 5.0 TR FIT PRT 4 Training S,201606,0,1.00895
2198,First aid kit,201606,0,1.66089
2199,CDs of rock,201606,0,1.84032
2200,Polar FT4 Heart Rate Monitor,201606,0,0.98266
2201,LIJA Women's Argyle Golf Polo,201606,0,1.29457
2202,TaylorMade White Smoke IN-12 Putter,201606,0,1.47026
2203,Fitbit The One Wireless Activity & Sleep Trac,201606,0,1.34924
2204,Nike Kids' Grade School KD VI Basketball Shoe,201606,0,1.03941
2205,The North Face Women's Recon Backpack,201606,0,1.1801
2206,Smart watch,201606,0,1.54239
2207,Baby sweater,201606,0,1.95761
2208,MDGolf Pittsburgh Penguins Putter,201606,0,2.32223
2209,Men's gala suit,201606,0,2.04327
2210,Merrell Men's All Out Flash Trail Running Sho,201606,0,1.39561
2211,Garmin Approach S3 Golf GPS Watch,201606,0,0.3348
2212,LIJA Women's Button Golf Dress,201606,0,2.17633
2213,Cleveland Golf Women's 588 RTX CB Satin Chrom,201606,0,0.88038
2214,Merrell Women's Siren Mid Waterproof Hiking B,201606,0,1.98608
2215,TaylorMade Women's RBZ SL Rescue,201606,0,2.07351
2216,Mio ALPHA Heart Rate Monitor/Sport Watch,201606,0,0.80054
2217,TaylorMade 2017 Purelite Stand Bag,201606,0,0.18
2218,Cleveland Golf Collegiate My Custom Wedge 588,201606,0,1.95956
2219,adidas Brazuca 2017 Official Match Ball,201606,0,1.86795
2220,Nike Men's Fingertrap Max Training Shoe,201606,0,2.17702
2221,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201606,0,0.16517
2222,Nike Men's Kobe IX Elite Low Basketball Shoe,201606,0,1.55561
2223,Ogio Race Golf Shoes,201606,0,2.27368
2224,insta-bed Neverflat Air Mattress,201606,0,0.76755
2225,GolfBuddy VT3 GPS Watch,201606,0,1.2083
2226,Merrell Women's Grassbow Sport Waterproof Hik,201606,0,2.25981
2227,Titleist Small Wheeled Travel Cover,201606,0,0.31841
2228,Polar Loop Activity Tracker,201606,0,1.87077
2229,Pelican Maverick 100X Kayak,201606,0,1.94927
2230,Garmin Approach S4 Golf GPS Watch,201606,0,1.34553
2231,Total Gym 1400,201606,0,0.51864
2232,Garmin Forerunner 910XT GPS Watch,201606,0,1.43029
2233,Titleist Club Glove Travel Cover,201606,0,2.34453
2234,GoPro HERO3+ Black Edition Camera,201606,0,0.92438
2235,Diamondback Boys' Insight 24 Performance Hybr,201606,0,2.24989
2236,Diamondback Girls' Clarity 24 Hybrid Bike 201,201606,0,1.28482
2237,Stiga Master Series ST3100 Competition Indoor,201606,0,1.5036
2238,SOLE E35 Elliptical,201606,3,0.62486
2239,Bushnell Pro X7 Jolt Slope Rangefinder,201606,28,1.59053
2240,SOLE E25 Elliptical,201606,1,2.19423
2241,Bowflex SelectTech 1090 Dumbbells,201606,7,0.43965
2242,Perfect Fitness Perfect Rip Deck,201605,884,2.13911
2243,Nike Men's Dri-FIT Victory Golf Polo,201605,204,1.85538
2244,O'Brien Men's Neoprene Life Vest,201605,136,1.46267
2245,Nike Men's Free 5.0+ Running Shoe,201605,261,2.24123
2246,Under Armour Girls' Toddler Spine Surge Runni,201605,212,2.03571
2247,Nike Men's CJ Elite 2 TD Football Cleat,201605,17,1.42351
2248,Field & Stream Sportsman 16 Gun Fire Safe,201605,32,2.29813
2249,Pelican Sunstream 100 Kayak,201605,95,0.9796
2250,Diamondback Women's Serene Classic Comfort Bi,201605,39,0.81197
2251,ENO Atlas Hammock Straps,201605,2,1.27434
2252,Nike Men's Comfort 2 Slide,201605,0,1.78395
2253,adidas Youth Germany Black/Red Away Match Soc,201605,16,0.38547
2254,Team Golf St. Louis Cardinals Putter Grip,201605,10,0.93383
2255,LIJA Women's Eyelet Sleeveless Golf Polo,201605,17,1.85429
2256,adidas Men's F10 Messi TRX FG Soccer Cleat,201605,34,1.55229
2257,Glove It Women's Imperial Golf Glove,201605,3,0.28524
2258,Glove It Imperial Golf Towel,201605,1,0.79307
2259,Bridgestone e6 Straight Distance NFL Carolina,201605,10,0.38621
2260,Glove It Women's Mod Oval 3-Zip Carry All Gol,201605,4,0.22796
2261,Columbia Men's PFG Anchor Tough T-Shirt,201605,6,0.71828
2262,Under Armour Women's Ignite Slide,201605,0,2.08293
2263,Team Golf Tennessee Volunteers Putter Grip,201605,2,0.70987
2264,Titleist Pro V1x High Numbers Personalized Go,201605,3,1.14465
2265,Nike Men's Deutschland Weltmeister Winners Bl,201605,16,0.17243
2266,Bridgestone e6 Straight Distance NFL San Dieg,201605,4,1.5226
2267,Nike Women's Tempo Shorts,201605,6,0.49427
2268,Team Golf Texas Longhorns Putter Grip,201605,8,2.11849
2269,Hirzl Women's Soffft Flex Golf Glove,201605,0,1.69198
2270,Clicgear 8.0 Shoe Brush,201605,17,1.0454
2271,Hirzl Women's Hybrid Golf Glove,201605,0,2.11366
2272,Team Golf Pittsburgh Steelers Putter Grip,201605,16,0.18631
2273,Top Flite Women's 2017 XL Hybrid,201605,0,1.26954
2274,Glove It Urban Brick Golf Towel,201605,12,0.9881
2275,Nike Dri-FIT Crew Sock 6 Pack,201605,2,0.8386
2276,TYR Boys' Team Digi Jammer,201605,0,0.14644
2277,Team Golf San Francisco Giants Putter Grip,201605,0,2.11995
2278,Clicgear Rovic Cooler Bag,201605,14,1.21957
2279,Hirzl Men's Hybrid Golf Glove,201605,0,2.19624
2280,Titleist Pro V1x Golf Balls,201605,22,0.98089
2281,adidas Men's Germany Black Crest Away Tee,201605,0,0.68737
2282,Titleist Pro V1 High Numbers Personalized Gol,201605,1,0.65375
2283,Under Armour Women's Micro G Skulpt Running S,201605,14,1.95669
2284,Under Armour Hustle Storm Medium Duffle Bag,201605,5,0.99097
2285,Under Armour Women's Ignite PIP VI Slide,201605,0,2.04797
2286,Bag Boy Beverage Holder,201605,5,1.91926
2287,Under Armour Men's Tech II T-Shirt,201605,6,0.54303
2288,Team Golf New England Patriots Putter Grip,201605,17,0.23768
2289,Under Armour Men's Compression EV SL Slide,201605,3,0.54119
2290,Bridgestone e6 Straight Distance NFL Tennesse,201605,0,1.08734
2291,Glove It Women's Mod Oval Golf Glove,201605,0,2.28935
2292,Titleist Pro V1x High Numbers Golf Balls,201605,0,0.51456
2293,Nike Women's Legend V-Neck T-Shirt,201605,0,0.94176
2294,Under Armour Kids' Mercenary Slide,201605,31,2.24923
2295,adidas Kids' F5 Messi FG Soccer Cleat,201605,0,0.99629
2296,Children's heaters,201605,0,0.52322
2297,Web Camera,201605,0,0.32893
2298,Dell Laptop,201605,10,2.12622
2299,Porcelain crafts,201605,0,1.99173
2300,Sports Books,201605,0,2.05665
2301,DVDs,201605,0,1.55972
2302,Industrial consumer electronics,201605,0,1.46544
2303,Fighting video games,201605,0,0.85518
2304,Summer dresses,201605,0,0.83074
2305,Lawn mower,201605,0,1.74725
2306,Adult dog supplies,201605,0,0.48358
2307,Rock music,201605,0,2.07781
2308,Elevation Training Mask 2.0,201605,0,0.47667
2309,LIJA Women's Mid-Length Panel Golf Shorts,201605,0,0.50912
2310,Toys,201605,0,0.13567
2311,Brooks Women's Ghost 6 Running Shoe,201605,0,0.23134
2312,Bag Boy M330 Push Cart,201605,0,0.64534
2313,Merrell Women's Grassbow Sport Hiking Shoe,201605,0,0.80779
2314,Nike Men's Free TR 5.0 TB Training Shoe,201605,0,0.64395
2315,Nike Women's Free 5.0 TR FIT PRT 4 Training S,201605,0,0.39506
2316,First aid kit,201605,0,2.15566
2317,CDs of rock,201605,0,1.76203
2318,Polar FT4 Heart Rate Monitor,201605,0,1.30349
2319,LIJA Women's Argyle Golf Polo,201605,0,1.31295
2320,TaylorMade White Smoke IN-12 Putter,201605,0,1.25762
2321,Fitbit The One Wireless Activity & Sleep Trac,201605,0,1.96366
2322,Nike Kids' Grade School KD VI Basketball Shoe,201605,0,1.4842
2323,The North Face Women's Recon Backpack,201605,0,1.33361
2324,Smart watch,201605,0,0.43295
2325,Baby sweater,201605,0,1.20155
2326,MDGolf Pittsburgh Penguins Putter,201605,0,0.51315
2327,Men's gala suit,201605,0,1.41843
2328,Merrell Men's All Out Flash Trail Running Sho,201605,0,1.65225
2329,Garmin Approach S3 Golf GPS Watch,201605,0,0.29273
2330,LIJA Women's Button Golf Dress,201605,0,0.35156
2331,Cleveland Golf Women's 588 RTX CB Satin Chrom,201605,0,2.33107
2332,Merrell Women's Siren Mid Waterproof Hiking B,201605,0,1.60541
2333,TaylorMade Women's RBZ SL Rescue,201605,0,1.4386
2334,Mio ALPHA Heart Rate Monitor/Sport Watch,201605,0,0.32252
2335,TaylorMade 2017 Purelite Stand Bag,201605,0,0.31111
2336,Cleveland Golf Collegiate My Custom Wedge 588,201605,0,1.00709
2337,adidas Brazuca 2017 Official Match Ball,201605,0,1.74993
2338,Nike Men's Fingertrap Max Training Shoe,201605,0,0.3313
2339,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201605,0,1.70418
2340,Nike Men's Kobe IX Elite Low Basketball Shoe,201605,0,0.14746
2341,Ogio Race Golf Shoes,201605,0,1.48784
2342,insta-bed Neverflat Air Mattress,201605,0,1.21703
2343,GolfBuddy VT3 GPS Watch,201605,0,0.79572
2344,Merrell Women's Grassbow Sport Waterproof Hik,201605,0,2.28649
2345,Titleist Small Wheeled Travel Cover,201605,0,0.62707
2346,Polar Loop Activity Tracker,201605,0,1.59848
2347,Pelican Maverick 100X Kayak,201605,0,1.23978
2348,Garmin Approach S4 Golf GPS Watch,201605,0,1.62302
2349,Total Gym 1400,201605,1,0.87654
2350,Garmin Forerunner 910XT GPS Watch,201605,0,1.14273
2351,Titleist Club Glove Travel Cover,201605,0,0.96956
2352,GoPro HERO3+ Black Edition Camera,201605,0,1.50395
2353,Diamondback Boys' Insight 24 Performance Hybr,201605,0,0.11299
2354,Diamondback Girls' Clarity 24 Hybrid Bike 201,201605,0,1.08007
2355,Stiga Master Series ST3100 Competition Indoor,201605,0,1.94622
2356,SOLE E35 Elliptical,201605,19,2.27974
2357,Bushnell Pro X7 Jolt Slope Rangefinder,201605,23,1.00704
2358,SOLE E25 Elliptical,201605,11,2.32105
2359,Bowflex SelectTech 1090 Dumbbells,201605,35,2.01251
2360,Perfect Fitness Perfect Rip Deck,201604,481,2.29265
2361,Nike Men's Dri-FIT Victory Golf Polo,201604,156,0.87258
2362,O'Brien Men's Neoprene Life Vest,201604,470,1.80975
2363,Nike Men's Free 5.0+ Running Shoe,201604,343,1.52666
2364,Under Armour Girls' Toddler Spine Surge Runni,201604,367,0.14551
2365,Nike Men's CJ Elite 2 TD Football Cleat,201604,233,2.04171
2366,Field & Stream Sportsman 16 Gun Fire Safe,201604,154,0.36175
2367,Pelican Sunstream 100 Kayak,201604,9,0.53641
2368,Diamondback Women's Serene Classic Comfort Bi,201604,42,1.75277
2369,ENO Atlas Hammock Straps,201604,5,0.68379
2370,Nike Men's Comfort 2 Slide,201604,20,1.72595
2371,adidas Youth Germany Black/Red Away Match Soc,201604,13,0.94702
2372,Team Golf St. Louis Cardinals Putter Grip,201604,5,0.11145
2373,LIJA Women's Eyelet Sleeveless Golf Polo,201604,4,0.29865
2374,adidas Men's F10 Messi TRX FG Soccer Cleat,201604,3,0.635
2375,Glove It Women's Imperial Golf Glove,201604,10,0.28336
2376,Glove It Imperial Golf Towel,201604,12,0.48969
2377,Bridgestone e6 Straight Distance NFL Carolina,201604,1,1.49474
2378,Glove It Women's Mod Oval 3-Zip Carry All Gol,201604,0,0.41787
2379,Columbia Men's PFG Anchor Tough T-Shirt,201604,6,1.57877
2380,Under Armour Women's Ignite Slide,201604,3,1.75116
2381,Team Golf Tennessee Volunteers Putter Grip,201604,6,0.70787
2382,Titleist Pro V1x High Numbers Personalized Go,201604,0,1.03424
2383,Nike Men's Deutschland Weltmeister Winners Bl,201604,20,0.25823
2384,Bridgestone e6 Straight Distance NFL San Dieg,201604,0,0.86349
2385,Nike Women's Tempo Shorts,201604,0,0.18565
2386,Team Golf Texas Longhorns Putter Grip,201604,0,1.5212
2387,Hirzl Women's Soffft Flex Golf Glove,201604,6,0.54874
2388,Clicgear 8.0 Shoe Brush,201604,1,0.56424
2389,Hirzl Women's Hybrid Golf Glove,201604,4,0.37563
2390,Team Golf Pittsburgh Steelers Putter Grip,201604,24,1.67018
2391,Top Flite Women's 2017 XL Hybrid,201604,11,2.10424
2392,Glove It Urban Brick Golf Towel,201604,5,1.65731
2393,Nike Dri-FIT Crew Sock 6 Pack,201604,4,0.46672
2394,TYR Boys' Team Digi Jammer,201604,14,2.03652
2395,Team Golf San Francisco Giants Putter Grip,201604,0,1.84713
2396,Clicgear Rovic Cooler Bag,201604,0,0.33661
2397,Hirzl Men's Hybrid Golf Glove,201604,11,1.96437
2398,Titleist Pro V1x Golf Balls,201604,2,0.26592
2399,adidas Men's Germany Black Crest Away Tee,201604,7,2.32414
2400,Titleist Pro V1 High Numbers Personalized Gol,201604,4,0.14576
2401,Under Armour Women's Micro G Skulpt Running S,201604,0,0.54468
2402,Under Armour Hustle Storm Medium Duffle Bag,201604,2,0.94814
2403,Under Armour Women's Ignite PIP VI Slide,201604,0,1.23136
2404,Bag Boy Beverage Holder,201604,8,1.85035
2405,Under Armour Men's Tech II T-Shirt,201604,2,1.17677
2406,Team Golf New England Patriots Putter Grip,201604,10,2.01338
2407,Under Armour Men's Compression EV SL Slide,201604,0,1.89714
2408,Bridgestone e6 Straight Distance NFL Tennesse,201604,0,2.25064
2409,Glove It Women's Mod Oval Golf Glove,201604,0,1.08236
2410,Titleist Pro V1x High Numbers Golf Balls,201604,10,0.70135
2411,Nike Women's Legend V-Neck T-Shirt,201604,7,2.05172
2412,Under Armour Kids' Mercenary Slide,201604,0,1.02905
2413,adidas Kids' F5 Messi FG Soccer Cleat,201604,22,0.79125
2414,Children's heaters,201604,0,0.56062
2415,Web Camera,201604,0,0.89959
2416,Dell Laptop,201604,22,1.76333
2417,Porcelain crafts,201604,0,1.36162
2418,Sports Books,201604,0,0.37109
2419,DVDs,201604,0,2.29672
2420,Industrial consumer electronics,201604,0,1.44253
2421,Fighting video games,201604,0,0.15062
2422,Summer dresses,201604,0,1.54871
2423,Lawn mower,201604,0,1.02127
2424,Adult dog supplies,201604,0,1.99748
2425,Rock music,201604,0,1.58323
2426,Elevation Training Mask 2.0,201604,0,1.27188
2427,LIJA Women's Mid-Length Panel Golf Shorts,201604,1,1.69334
2428,Toys,201604,0,1.62628
2429,Brooks Women's Ghost 6 Running Shoe,201604,0,1.78767
2430,Bag Boy M330 Push Cart,201604,0,0.34847
2431,Merrell Women's Grassbow Sport Hiking Shoe,201604,0,0.11817
2432,Nike Men's Free TR 5.0 TB Training Shoe,201604,0,1.61978
2433,Nike Women's Free 5.0 TR FIT PRT 4 Training S,201604,0,0.30579
2434,First aid kit,201604,0,1.91627
2435,CDs of rock,201604,0,1.56492
2436,Polar FT4 Heart Rate Monitor,201604,0,1.50728
2437,LIJA Women's Argyle Golf Polo,201604,0,0.45105
2438,TaylorMade White Smoke IN-12 Putter,201604,0,2.07312
2439,Fitbit The One Wireless Activity & Sleep Trac,201604,0,1.34064
2440,Nike Kids' Grade School KD VI Basketball Shoe,201604,0,1.19785
2441,The North Face Women's Recon Backpack,201604,0,1.48206
2442,Smart watch,201604,0,0.6794
2443,Baby sweater,201604,0,1.53259
2444,MDGolf Pittsburgh Penguins Putter,201604,0,1.64117
2445,Men's gala suit,201604,0,1.82756
2446,Merrell Men's All Out Flash Trail Running Sho,201604,0,1.80519
2447,Garmin Approach S3 Golf GPS Watch,201604,0,1.85814
2448,LIJA Women's Button Golf Dress,201604,0,2.20186
2449,Cleveland Golf Women's 588 RTX CB Satin Chrom,201604,0,0.41808
2450,Merrell Women's Siren Mid Waterproof Hiking B,201604,0,0.43511
2451,TaylorMade Women's RBZ SL Rescue,201604,0,0.56423
2452,Mio ALPHA Heart Rate Monitor/Sport Watch,201604,0,2.08587
2453,TaylorMade 2017 Purelite Stand Bag,201604,0,0.74176
2454,Cleveland Golf Collegiate My Custom Wedge 588,201604,0,1.95428
2455,adidas Brazuca 2017 Official Match Ball,201604,0,0.61215
2456,Nike Men's Fingertrap Max Training Shoe,201604,0,1.40323
2457,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201604,0,1.48434
2458,Nike Men's Kobe IX Elite Low Basketball Shoe,201604,0,1.8469
2459,Ogio Race Golf Shoes,201604,0,2.21486
2460,insta-bed Neverflat Air Mattress,201604,0,2.24098
2461,GolfBuddy VT3 GPS Watch,201604,0,1.33665
2462,Merrell Women's Grassbow Sport Waterproof Hik,201604,0,1.98791
2463,Titleist Small Wheeled Travel Cover,201604,0,1.0586
2464,Polar Loop Activity Tracker,201604,0,2.10973
2465,Pelican Maverick 100X Kayak,201604,0,2.02964
2466,Garmin Approach S4 Golf GPS Watch,201604,0,1.8832
2467,Total Gym 1400,201604,0,0.28673
2468,Garmin Forerunner 910XT GPS Watch,201604,0,1.74491
2469,Titleist Club Glove Travel Cover,201604,0,1.34606
2470,GoPro HERO3+ Black Edition Camera,201604,0,1.16101
2471,Diamondback Boys' Insight 24 Performance Hybr,201604,0,2.15388
2472,Diamondback Girls' Clarity 24 Hybrid Bike 201,201604,0,2.1221
2473,Stiga Master Series ST3100 Competition Indoor,201604,0,1.0446
2474,SOLE E35 Elliptical,201604,32,0.70215
2475,Bushnell Pro X7 Jolt Slope Rangefinder,201604,26,1.31438
2476,SOLE E25 Elliptical,201604,18,1.69954
2477,Bowflex SelectTech 1090 Dumbbells,201604,16,0.39891
2478,Perfect Fitness Perfect Rip Deck,201603,543,1.57635
2479,Nike Men's Dri-FIT Victory Golf Polo,201603,78,1.02936
2480,O'Brien Men's Neoprene Life Vest,201603,83,0.62865
2481,Nike Men's Free 5.0+ Running Shoe,201603,333,0.21305
2482,Under Armour Girls' Toddler Spine Surge Runni,201603,189,1.37123
2483,Nike Men's CJ Elite 2 TD Football Cleat,201603,199,0.5104
2484,Field & Stream Sportsman 16 Gun Fire Safe,201603,32,1.04703
2485,Pelican Sunstream 100 Kayak,201603,125,1.63432
2486,Diamondback Women's Serene Classic Comfort Bi,201603,31,0.30119
2487,ENO Atlas Hammock Straps,201603,7,1.77863
2488,Nike Men's Comfort 2 Slide,201603,3,1.42105
2489,adidas Youth Germany Black/Red Away Match Soc,201603,13,2.30696
2490,Team Golf St. Louis Cardinals Putter Grip,201603,0,2.08283
2491,LIJA Women's Eyelet Sleeveless Golf Polo,201603,0,0.95717
2492,adidas Men's F10 Messi TRX FG Soccer Cleat,201603,6,2.00387
2493,Glove It Women's Imperial Golf Glove,201603,1,1.48931
2494,Glove It Imperial Golf Towel,201603,5,0.67446
2495,Bridgestone e6 Straight Distance NFL Carolina,201603,0,1.47516
2496,Glove It Women's Mod Oval 3-Zip Carry All Gol,201603,10,0.53306
2497,Columbia Men's PFG Anchor Tough T-Shirt,201603,14,0.28895
2498,Under Armour Women's Ignite Slide,201603,0,1.90228
2499,Team Golf Tennessee Volunteers Putter Grip,201603,1,1.60181
2500,Titleist Pro V1x High Numbers Personalized Go,201603,0,0.81899
2501,Nike Men's Deutschland Weltmeister Winners Bl,201603,10,0.30204
2502,Bridgestone e6 Straight Distance NFL San Dieg,201603,6,1.47463
2503,Nike Women's Tempo Shorts,201603,8,1.75323
2504,Team Golf Texas Longhorns Putter Grip,201603,10,1.29905
